,demo_url,X,team_1,score,team_2,league,type,date
809,https://www.hltv.org/download/demo/55864,809,hREDS,1 - 2,KOVA,LanTrek 2020,bo3,29th of February 2020
810,https://www.hltv.org/download/demo/55861,810,madlikewizards,2 - 0,Eimi Fukada FC,ESL Australia & NZ Championship Season 10 Qualifier 1,bo3,29th of February 2020
811,https://www.hltv.org/download/demo/55862,811,Eimi Fukada FC,2 - 0,MC,ESL Australia & NZ Championship Season 10 Qualifier 1,bo3,29th of February 2020
812,https://www.hltv.org/download/demo/55860,812,Eimi Fukada FC,0 - 2,madlikewizards,ESL Australia & NZ Championship Season 10 Qualifier 1,bo3,29th of February 2020
813,https://www.hltv.org/download/demo/55859,813,9z,2 - 0,Nocturns,Aorus League 2020 #1 Southern Cone,bo3,29th of February 2020
814,https://www.hltv.org/download/demo/55858,814,FREEROX,0 - 2,Sinisters,Aorus League 2020 #1 Southern Cone,bo3,28th of February 2020
815,https://www.hltv.org/download/demo/55857,815,Natus Vincere,2 - 0,Liquid,IEM Katowice 2020,bo3,28th of February 2020
816,https://www.hltv.org/download/demo/55856,816,SJ,2 - 0,KOVA,LanTrek 2020,bo3,28th of February 2020
817,https://www.hltv.org/download/demo/55855,817,Demolition Crew,11 - 16,Sprout,ESEA MDL Season 33 Europe,nuke,28th of February 2020
818,https://www.hltv.org/download/demo/55853,818,fnatic,2 - 0,100 Thieves,IEM Katowice 2020,bo3,28th of February 2020
819,https://www.hltv.org/download/demo/55854,819,Singularity,16 - 11,Sprout,ESEA MDL Season 33 Europe,d2,28th of February 2020
820,https://www.hltv.org/download/demo/55852,820,HAVU,2 - 0,hREDS,LanTrek 2020,bo3,28th of February 2020
821,https://www.hltv.org/download/demo/55851,821,Swole Identity,11 - 16,Under 21,ESEA MDL Season 33 North America,nuke,28th of February 2020
822,https://www.hltv.org/download/demo/55850,822,Chaos,16 - 11,Divine,ESEA MDL Season 33 North America,ovp,28th of February 2020
823,https://www.hltv.org/download/demo/55849,823,Asuna's Anime Aimers,13 - 16,Oceanus,ESEA MDL Season 33 North America,nuke,28th of February 2020
824,https://www.hltv.org/download/demo/55848,824,LiViD,11 - 16,Monstars,ESEA MDL Season 33 North America,ovp,28th of February 2020
825,https://www.hltv.org/download/demo/55847,825,Swole Identity,26 - 28,Rugratz,ESEA MDL Season 33 North America,vtg,28th of February 2020
826,https://www.hltv.org/download/demo/55845,826,Duck Nutz,16 - 13,Nocturns,Aorus League 2020 #1 Southern Cone,ovp,28th of February 2020
827,https://www.hltv.org/download/demo/55846,827,Oceanus,16 - 9,Inf,ESEA MDL Season 33 North America,trn,28th of February 2020
828,https://www.hltv.org/download/demo/55844,828,Sinisters,16 - 5,LND,Aorus League 2020 #1 Southern Cone,d2,28th of February 2020
829,https://www.hltv.org/download/demo/55843,829,9z,16 - 2,Rejected,Aorus League 2020 #1 Southern Cone,Inf,28th of February 2020
830,https://www.hltv.org/download/demo/55842,830,FREEROX,11 - 16,Rysix,Aorus League 2020 #1 Southern Cone,ovp,27th of February 2020
831,https://www.hltv.org/download/demo/55841,831,100 Thieves,2 - 1,mousesports,IEM Katowice 2020,bo3,27th of February 2020
832,https://www.hltv.org/download/demo/55839,832,AGO,8 - 16,Sprout,ESEA MDL Season 33 Europe,nuke,27th of February 2020
833,https://www.hltv.org/download/demo/55838,833,Demolition Crew,10 - 16,Japaleno,ESEA MDL Season 33 Europe,d2,27th of February 2020
834,https://www.hltv.org/download/demo/55840,834,Natus Vincere,2 - 1,FaZe,IEM Katowice 2020,bo3,27th of February 2020
835,https://www.hltv.org/download/demo/55837,835,AGO,16 - 11,Movistar Riders,ESEA MDL Season 33 Europe,vtg,27th of February 2020
836,https://www.hltv.org/download/demo/55835,836,G2,2 - 0,Liquid,IEM Katowice 2020,bo3,27th of February 2020
837,https://www.hltv.org/download/demo/55836,837,Japaleno,7 - 16,Singularity,ESEA MDL Season 33 Europe,ovp,27th of February 2020
838,https://www.hltv.org/download/demo/55833,838,HellRaisers,2 - 0,NAVI Junior,LEGENDS.BET L33T Cup,bo3,27th of February 2020
839,https://www.hltv.org/download/demo/55834,839,Astralis,2 - 0,fnatic,IEM Katowice 2020,bo3,27th of February 2020
840,https://www.hltv.org/download/demo/55832,840,100 Thieves,2 - 1,Evil Geniuses,IEM Katowice 2020,bo3,27th of February 2020
841,https://www.hltv.org/download/demo/55831,841,MAD Lions,0 - 2,mousesports,IEM Katowice 2020,bo3,27th of February 2020
842,https://www.hltv.org/download/demo/55824,842,Corvidae,0 - 2,i sleep,LPL Pro League Season 4,bo3,27th of February 2020
843,https://www.hltv.org/download/demo/55830,843,AVANT,16 - 10,Chiefs,ESEA MDL Season 33 Australia,Inf,27th of February 2020
844,https://www.hltv.org/download/demo/55825,844,Airborne,1 - 2,VERTEX,LPL Pro League Season 4,bo3,27th of February 2020
845,https://www.hltv.org/download/demo/55829,845,Ground Zero,16 - 10,PC419,ESEA MDL Season 33 Australia,mrg,27th of February 2020
846,https://www.hltv.org/download/demo/55828,846,FURY,13 - 16,Rooster,ESEA MDL Season 33 Australia,nuke,27th of February 2020
847,https://www.hltv.org/download/demo/55827,847,MC,5 - 16,Ground Zero,ESEA MDL Season 33 Australia,mrg,27th of February 2020
848,https://www.hltv.org/download/demo/55826,848,Esper,2 - 16,ORDER,ESEA MDL Season 33 Australia,Inf,27th of February 2020
849,https://www.hltv.org/download/demo/55823,849,Station7,2 - 16,Thunder Logic,ESEA MDL Season 33 North America,ovp,27th of February 2020
850,https://www.hltv.org/download/demo/55822,850,Oceanus,11 - 16,Divine,ESEA MDL Season 33 North America,d2,27th of February 2020
851,https://www.hltv.org/download/demo/55821,851,Rugratz,8 - 16,Recon 5,ESEA MDL Season 33 North America,nuke,27th of February 2020
852,https://www.hltv.org/download/demo/55820,852,Mythic,16 - 9,Inf,ESEA MDL Season 33 North America,d2,27th of February 2020
853,https://www.hltv.org/download/demo/55819,853,Chaos,10 - 16,Under 21,ESEA MDL Season 33 North America,nuke,27th of February 2020
854,https://www.hltv.org/download/demo/55818,854,Rysix,16 - 3,LND,Aorus League 2020 #1 Southern Cone,vtg,27th of February 2020
855,https://www.hltv.org/download/demo/55817,855,Mythic,16 - 8,Oceanus,ESEA MDL Season 33 North America,vtg,27th of February 2020
856,https://www.hltv.org/download/demo/55816,856,Rejected,11 - 16,Nocturns,Aorus League 2020 #1 Southern Cone,mrg,27th of February 2020
857,https://www.hltv.org/download/demo/55815,857,9z,19 - 22,Duck Nutz,Aorus League 2020 #1 Southern Cone,Inf,27th of February 2020
858,https://www.hltv.org/download/demo/55814,858,FREEROX,16 - 10,Sinisters,Aorus League 2020 #1 Southern Cone,mrg,26th of February 2020
859,https://www.hltv.org/download/demo/55813,859,Liquid,2 - 1,Evil Geniuses,IEM Katowice 2020,bo3,26th of February 2020
860,https://www.hltv.org/download/demo/55812,860,Vitality,1 - 2,FaZe,IEM Katowice 2020,bo3,26th of February 2020
861,https://www.hltv.org/download/demo/55811,861,PACT,12 - 16,HAVU,ESEA MDL Season 33 Europe,trn,26th of February 2020
862,https://www.hltv.org/download/demo/55805,862,G2,2 - 1,mousesports,IEM Katowice 2020,bo3,26th of February 2020
863,https://www.hltv.org/download/demo/55810,863,HAVU,16 - 9,HellRaisers,ESEA MDL Season 33 Europe,d2,26th of February 2020
864,https://www.hltv.org/download/demo/55809,864,Movistar Riders,16 - 5,PACT,ESEA MDL Season 33 Europe,nuke,26th of February 2020
865,https://www.hltv.org/download/demo/55808,865,Sprout,16 - 4,Japaleno,ESEA MDL Season 33 Europe,trn,26th of February 2020
866,https://www.hltv.org/download/demo/55807,866,Nordavind,16 - 8,Demolition Crew,ESEA MDL Season 33 Europe,Inf,26th of February 2020
867,https://www.hltv.org/download/demo/55806,867,pro100,12 - 16,Nemiga,ESEA MDL Season 33 Europe,vtg,26th of February 2020
868,https://www.hltv.org/download/demo/55804,868,NiP,0 - 2,Natus Vincere,IEM Katowice 2020,bo3,26th of February 2020
869,https://www.hltv.org/download/demo/55803,869,Virtus.pro,1 - 2,MAD Lions,IEM Katowice 2020,bo3,26th of February 2020
870,https://www.hltv.org/download/demo/55802,870,100 Thieves,2 - 0,TYLOO,IEM Katowice 2020,bo3,26th of February 2020
871,https://www.hltv.org/download/demo/55801,871,Chiefs,16 - 7,Airborne,ESEA MDL Season 33 Australia,Inf,26th of February 2020
872,https://www.hltv.org/download/demo/55800,872,Incept,16 - 9,Formidable,ESEA MDL Season 33 Australia,d2,26th of February 2020
873,https://www.hltv.org/download/demo/55799,873,Paradox,16 - 5,Airborne,ESEA MDL Season 33 Australia,d2,26th of February 2020
874,https://www.hltv.org/download/demo/55798,874,ORDER,16 - 3,PC419,ESEA MDL Season 33 Australia,d2,26th of February 2020
875,https://www.hltv.orgNA,875,ROCK CANDY,0 - 1,Chiefs,ESEA MDL Season 33 Australia,-,26th of February 2020
876,https://www.hltv.org/download/demo/55797,876,AVANT,16 - 11,Rooster,ESEA MDL Season 33 Australia,ovp,26th of February 2020
877,https://www.hltv.org/download/demo/55796,877,MC,16 - 11,PC419,ESEA MDL Season 33 Australia,Inf,26th of February 2020
878,https://www.hltv.org/download/demo/55795,878,Under 21,1 - 0,Big Frames,ESEA MDL Season 33 North America,-,26th of February 2020
879,https://www.hltv.org/download/demo/55794,879,Swole Identity,19 - 16,LiViD,ESEA MDL Season 33 North America,mrg,26th of February 2020
880,https://www.hltv.org/download/demo/55793,880,Mythic,16 - 13,Thunder Logic,ESEA MDL Season 33 North America,d2,26th of February 2020
881,https://www.hltv.org/download/demo/55792,881,Divine,16 - 14,New England Whalers,ESEA MDL Season 33 North America,mrg,26th of February 2020
882,https://www.hltv.org/download/demo/55791,882,eUnited,16 - 10,Inf,ESEA MDL Season 33 North America,trn,26th of February 2020
883,https://www.hltv.org/download/demo/55790,883,Bad News Bears,16 - 8,Recon 5,ESEA MDL Season 33 North America,nuke,26th of February 2020
884,https://www.hltv.org/download/demo/55789,884,Oceanus,16 - 9,Thunder Logic,ESEA MDL Season 33 North America,nuke,26th of February 2020
885,https://www.hltv.org/download/demo/55788,885,Station7,1 - 16,Swole Identity,ESEA MDL Season 33 North America,nuke,26th of February 2020
886,https://www.hltv.org/download/demo/55787,886,Chaos,16 - 12,Mythic,ESEA MDL Season 33 North America,d2,26th of February 2020
887,https://www.hltv.org/download/demo/55785,887,Natus Vincere,1 - 2,fnatic,IEM Katowice 2020,bo3,25th of February 2020
888,https://www.hltv.org/download/demo/55786,888,Japaleno,10 - 16,pro100,ESEA MDL Season 33 Europe,d2,25th of February 2020
889,https://www.hltv.org/download/demo/55782,889,Sprout,16 - 9,HellRaisers,ESEA MDL Season 33 Europe,d2,25th of February 2020
890,https://www.hltv.org/download/demo/55780,890,Wisla Krakow,19 - 16,Demolition Crew,ESEA MDL Season 33 Europe,Inf,25th of February 2020
891,https://www.hltv.org/download/demo/55784,891,Renegades,0 - 2,FaZe,IEM Katowice 2020,bo3,25th of February 2020
892,https://www.hltv.org/download/demo/55781,892,pro100,10 - 16,Movistar Riders,ESEA MDL Season 33 Europe,ovp,25th of February 2020
893,https://www.hltv.org/download/demo/55779,893,HellRaisers,13 - 16,AGO,ESEA MDL Season 33 Europe,mrg,25th of February 2020
894,https://www.hltv.org/download/demo/55783,894,Vitality,0 - 2,Astralis,IEM Katowice 2020,bo3,25th of February 2020
895,https://www.hltv.org/download/demo/55778,895,PACT,16 - 5,Demolition Crew,ESEA MDL Season 33 Europe,ovp,25th of February 2020
896,https://www.hltv.org/download/demo/55777,896,NiP,2 - 0,Cloud9,IEM Katowice 2020,bo3,25th of February 2020
897,https://www.hltv.org/download/demo/55776,897,MAD Lions,1 - 2,Evil Geniuses,IEM Katowice 2020,bo3,25th of February 2020
898,https://www.hltv.org/download/demo/55775,898,Liquid,2 - 0,Virtus.pro,IEM Katowice 2020,bo3,25th of February 2020
899,https://www.hltv.org/download/demo/55774,899,TRIDENT,16 - 13,Incept,ESEA MDL Season 33 Australia,d2,25th of February 2020
900,https://www.hltv.org/download/demo/55773,900,Skyfire,14 - 16,Paradox,ESEA MDL Season 33 Australia,Inf,25th of February 2020
901,https://www.hltv.org/download/demo/55772,901,Formidable,16 - 14,Esper,ESEA MDL Season 33 Australia,mrg,25th of February 2020
902,https://www.hltv.org/download/demo/55771,902,FURY,11 - 16,AVANT,ESEA MDL Season 33 Australia,Inf,25th of February 2020
903,https://www.hltv.org/download/demo/55770,903,Big Frames,16 - 5,Monstars,ESEA MDL Season 33 North America,mrg,25th of February 2020
904,https://www.hltv.org/download/demo/55769,904,Monstars,16 - 14,Oceanus,ESEA MDL Season 33 North America,mrg,25th of February 2020
905,https://www.hltv.org/download/demo/55768,905,100 Thieves,0 - 2,G2,IEM Katowice 2020,bo3,24th of February 2020
906,https://www.hltv.org/download/demo/55767,906,Natus Vincere,2 - 1,FaZe,IEM Katowice 2020,bo3,24th of February 2020
907,https://www.hltv.org/download/demo/55766,907,mousesports,2 - 0,TYLOO,IEM Katowice 2020,bo3,24th of February 2020
908,https://www.hltv.org/download/demo/55765,908,pro100,22 - 19,Nordavind,ESEA MDL Season 33 Europe,d2,24th of February 2020
909,https://www.hltv.org/download/demo/55763,909,pro100,16 - 13,BIG,ESEA MDL Season 33 Europe,mrg,24th of February 2020
910,https://www.hltv.org/download/demo/55764,910,Renegades,0 - 2,fnatic,IEM Katowice 2020,bo3,24th of February 2020
911,https://www.hltv.org/download/demo/55762,911,NiP,0 - 2,Vitality,IEM Katowice 2020,bo3,24th of February 2020
912,https://www.hltv.org/download/demo/55761,912,Astralis,2 - 0,Cloud9,IEM Katowice 2020,bo3,24th of February 2020
913,https://www.hltv.org/download/demo/55760,913,MC,16 - 2,ROCK CANDY,ESEA MDL Season 33 Australia,Inf,24th of February 2020
914,https://www.hltv.org/download/demo/55759,914,ORDER,1 - 16,AVANT,ESEA MDL Season 33 Australia,nuke,24th of February 2020
915,https://www.hltv.org/download/demo/55758,915,Esper,4 - 16,AVANT,ESEA MDL Season 33 Australia,mrg,24th of February 2020
916,https://www.hltv.org/download/demo/55757,916,Rooster,0 - 16,ORDER,ESEA MDL Season 33 Australia,nuke,24th of February 2020
917,https://www.hltv.org/download/demo/55756,917,Gen.G,2 - 0,FURIA,DreamHack Open Anaheim 2020,bo3,24th of February 2020
918,https://www.hltv.org/download/demo/55755,918,TGS,0 - 2,RAIJIN,BashFest 2020,bo3,24th of February 2020
919,https://www.hltv.org/download/demo/55754,919,Thunder Logic,4 - 16,Monstars,ESEA MDL Season 33 North America,trn,24th of February 2020
920,https://www.hltv.org/download/demo/55753,920,FURIA,2 - 1,Complexity,DreamHack Open Anaheim 2020,bo3,23rd of February 2020
921,https://www.hltv.org/download/demo/55752,921,Copenhagen Flames,1 - 2,AGO,OGA Counter PIT Season 7,bo3,23rd of February 2020
922,https://www.hltv.org/download/demo/55748,922,Gen.G,2 - 0,North,DreamHack Open Anaheim 2020,bo3,23rd of February 2020
923,https://www.hltv.org/download/demo/55747,923,AGO,2 - 1,Gambit Youngsters,OGA Counter PIT Season 7,bo3,23rd of February 2020
924,https://www.hltv.org/download/demo/55746,924,Wisla Krakow,2 - 16,BIG,ESEA MDL Season 33 Europe,nuke,23rd of February 2020
925,https://www.hltv.org/download/demo/55751,925,Titan,2 - 1,Medieval,Samsung GOEXANIMO CS:GO 5X5 #20,bo3,23rd of February 2020
926,https://www.hltv.org/download/demo/55750,926,Medieval,2 - 1,Synergy,Samsung GOEXANIMO CS:GO 5X5 #20,bo3,23rd of February 2020
927,https://www.hltv.org/download/demo/55749,927,Titan,2 - 0,Skinlordz,Samsung GOEXANIMO CS:GO 5X5 #20,bo3,23rd of February 2020
928,https://www.hltv.org/download/demo/55744,928,HaBzz,2 - 0,Electrify,epic29,bo3,23rd of February 2020
929,https://www.hltv.org/download/demo/55745,929,Updraft,2 - 0,ikarus,Asia Minor East Asia Open Qualifier 2 - ESL One Rio 2020,bo3,23rd of February 2020
930,https://www.hltv.org/download/demo/55743,930,Complexity,2 - 0,MIBR,DreamHack Open Anaheim 2020,bo3,23rd of February 2020
931,https://www.hltv.org/download/demo/55742,931,North,2 - 0,Endpoint,DreamHack Open Anaheim 2020,bo3,23rd of February 2020
932,https://www.hltv.org/download/demo/55741,932,ENCE,1 - 2,MIBR,DreamHack Open Anaheim 2020,bo3,23rd of February 2020
933,https://www.hltv.org/download/demo/55740,933,Endpoint,2 - 1,forZe,DreamHack Open Anaheim 2020,bo3,22nd of February 2020
934,https://www.hltv.org/download/demo/55739,934,AGO,0 - 2,Copenhagen Flames,OGA Counter PIT Season 7,bo3,22nd of February 2020
935,https://www.hltv.org/download/demo/55738,935,LDLC,0 - 2,HAVU,ASUS ROG Winter 2020,bo3,22nd of February 2020
936,https://www.hltv.org/download/demo/55737,936,Gambit Youngsters,2 - 0,Nemiga,OGA Counter PIT Season 7,bo3,22nd of February 2020
937,https://www.hltv.org/download/demo/55736,937,Assassins,2 - 1,Dignitas fe,GIRLGAMER World Finals 2020,bo3,22nd of February 2020
938,https://www.hltv.org/download/demo/55734,938,HAVU,2 - 0,FATE,ASUS ROG Winter 2020,bo3,22nd of February 2020
939,https://www.hltv.org/download/demo/55735,939,INTZ fe,11 - 16,Dignitas fe,GIRLGAMER World Finals 2020,Inf,22nd of February 2020
940,https://www.hltv.org/download/demo/55733,940,SJ,0 - 2,LDLC,ASUS ROG Winter 2020,bo3,22nd of February 2020
941,https://www.hltv.org/download/demo/55732,941,Gen.G,16 - 13,Complexity,DreamHack Open Anaheim 2020,Inf,22nd of February 2020
942,https://www.hltv.org/download/demo/55731,942,UP,2 - 0,fakeDOSPRO,Liga DELL #2 - FEB/20,bo3,22nd of February 2020
943,https://www.hltv.org/download/demo/55730,943,FURIA,16 - 3,North,DreamHack Open Anaheim 2020,ovp,22nd of February 2020
944,https://www.hltv.orgNA,944,Carnage fe,1 - 2,INTZ fe,GIRLGAMER World Finals 2020,bo3,21st of February 2020
945,https://www.hltv.org/download/demo/55729,945,Neverest,1 - 2,fakeDOSPRO,Liga DELL #2 - FEB/20,bo3,21st of February 2020
946,https://www.hltv.org/download/demo/55728,946,MIBR,11 - 16,Complexity,DreamHack Open Anaheim 2020,d2,22nd of February 2020
947,https://www.hltv.org/download/demo/55726,947,North,16 - 8,forZe,DreamHack Open Anaheim 2020,nuke,21st of February 2020
948,https://www.hltv.org/download/demo/55727,948,Demolition Crew,1 - 2,Nemiga,OGA Counter PIT Season 7,bo3,21st of February 2020
949,https://www.hltv.org/download/demo/55725,949,ENCE,14 - 16,Gen.G,DreamHack Open Anaheim 2020,nuke,21st of February 2020
950,https://www.hltv.org/download/demo/55722,950,HAVU,2 - 0,KYNYNIEKAT,ASUS ROG Winter 2020,bo3,21st of February 2020
951,https://www.hltv.org/download/demo/55723,951,FATE,1 - 2,Gambit Youngsters,OGA Counter PIT Season 7,bo3,21st of February 2020
952,https://www.hltv.org/download/demo/55724,952,FURIA,16 - 6,Endpoint,DreamHack Open Anaheim 2020,Inf,21st of February 2020
953,https://www.hltv.org/download/demo/55721,953,GamerLegion,16 - 8,Unicorns of Love,ESEA MDL Season 33 Europe,ovp,21st of February 2020
954,https://www.hltv.org/download/demo/55719,954,hREDS,0 - 2,SJ,ASUS ROG Winter 2020,bo3,21st of February 2020
955,https://www.hltv.org/download/demo/55717,955,Dignitas fe,0 - 2,Assassins,GIRLGAMER World Finals 2020,bo3,21st of February 2020
956,https://www.hltv.org/download/demo/55720,956,Nemiga,7 - 16,GamerLegion,ESEA MDL Season 33 Europe,Inf,21st of February 2020
957,https://www.hltv.org/download/demo/55718,957,KYNYNIEKAT,13 - 16,LDLC,ASUS ROG Winter 2020,d2,21st of February 2020
958,https://www.hltv.orgNA,958,Assassins,16 - 9,INTZ fe,GIRLGAMER World Finals 2020,Inf,21st of February 2020
959,https://www.hltv.org/download/demo/55716,959,FATE,16 - 14,SJ,ASUS ROG Winter 2020,trn,21st of February 2020
960,https://www.hltv.org/download/demo/55715,960,Dignitas fe,16 - 14,Carnage fe,GIRLGAMER World Finals 2020,Inf,21st of February 2020
961,https://www.hltv.org/download/demo/55714,961,Station7,9 - 16,Oceanus,ESEA MDL Season 33 North America,nuke,21st of February 2020
962,https://www.hltv.org/download/demo/55713,962,Mythic,16 - 12,New England Whalers,ESEA MDL Season 33 North America,ovp,21st of February 2020
963,https://www.hltv.org/download/demo/55712,963,Swole Identity,16 - 5,Inf,ESEA MDL Season 33 North America,trn,21st of February 2020
964,https://www.hltv.org/download/demo/55711,964,Rysix,0 - 2,Neverest,Liga DELL #2 - FEB/20,bo3,21st of February 2020
965,https://www.hltv.org/download/demo/55710,965,Neverest,2 - 0,Rejected,Liga DELL #2 - FEB/20,bo3,20th of February 2020
966,https://www.hltv.org/download/demo/55708,966,AGF,2 - 1,Sigma,POWER Ligaen Season 13,bo3,20th of February 2020
967,https://www.hltv.org/download/demo/55709,967,HAVU,2 - 1,KOVA,ASUS ROG Winter 2020,bo3,20th of February 2020
968,https://www.hltv.orgNA,968,Rysix,1 - 0,Fearow,Liga DELL #2 - FEB/20,bo3,20th of February 2020
969,https://www.hltv.org/download/demo/55707,969,FATE,0 - 2,Copenhagen Flames,OGA Counter PIT Season 7,bo3,20th of February 2020
970,https://www.hltv.org/download/demo/55706,970,pro100,16 - 14,Unicorns of Love,ESEA MDL Season 33 Europe,Inf,20th of February 2020
971,https://www.hltv.org/download/demo/55705,971,Nemiga,0 - 2,AGO,OGA Counter PIT Season 7,bo3,20th of February 2020
972,https://www.hltv.org/download/demo/55704,972,Nordavind,9 - 16,BIG,ESEA MDL Season 33 Europe,Inf,20th of February 2020
973,https://www.hltv.org/download/demo/55703,973,PACT,16 - 10,Singularity,ESEA MDL Season 33 Europe,nuke,20th of February 2020
974,https://www.hltv.org/download/demo/55701,974,KOVA,13 - 16,LDLC,ASUS ROG Winter 2020,d2,20th of February 2020
975,https://www.hltv.org/download/demo/55702,975,GamerLegion,16 - 12,Singularity,ESEA MDL Season 33 Europe,nuke,20th of February 2020
976,https://www.hltv.org/download/demo/55700,976,HAVU,11 - 16,KYNYNIEKAT,ASUS ROG Winter 2020,trn,20th of February 2020
977,https://www.hltv.org/download/demo/55699,977,BIG,10 - 16,Spirit,ESEA MDL Season 33 Europe,mrg,20th of February 2020
978,https://www.hltv.org/download/demo/55698,978,HellRaisers,9 - 16,Japaleno,ESEA MDL Season 33 Europe,d2,20th of February 2020
979,https://www.hltv.org/download/demo/55696,979,Spirit,16 - 14,GamerLegion,ESEA MDL Season 33 Europe,mrg,20th of February 2020
980,https://www.hltv.org/download/demo/55697,980,REHTI,0 - 2,hREDS,ASUS ROG Winter 2020,bo3,20th of February 2020
981,https://www.hltv.org/download/demo/55695,981,HellRaisers,11 - 16,BIG,ESEA MDL Season 33 Europe,mrg,20th of February 2020
982,https://www.hltv.org/download/demo/55694,982,SJ,16 - 9,hREDS,ASUS ROG Winter 2020,Inf,20th of February 2020
983,https://www.hltv.org/download/demo/55693,983,FATE,16 - 8,REHTI,ASUS ROG Winter 2020,ovp,20th of February 2020
984,https://www.hltv.org/download/demo/55692,984,Esper,11 - 16,TRIDENT,ESEA MDL Season 33 Australia,mrg,20th of February 2020
985,https://www.hltv.org/download/demo/55691,985,Chiefs,16 - 19,ORDER,ESEA MDL Season 33 Australia,trn,20th of February 2020
986,https://www.hltv.org/download/demo/55690,986,PC419,12 - 16,Skyfire,ESEA MDL Season 33 Australia,mrg,20th of February 2020
987,https://www.hltv.org/download/demo/55689,987,Formidable,3 - 16,Paradox,ESEA MDL Season 33 Australia,d2,20th of February 2020
988,https://www.hltv.org/download/demo/55688,988,Divine,16 - 11,Thunder Logic,ESEA MDL Season 33 North America,mrg,20th of February 2020
989,https://www.hltv.org/download/demo/55687,989,Big Frames,8 - 16,Mythic,ESEA MDL Season 33 North America,ovp,20th of February 2020
990,https://www.hltv.org/download/demo/55685,990,Isurus,0 - 2,RED Canids,CLUTCH Season 2,bo2,20th of February 2020
991,https://www.hltv.org/download/demo/55686,991,Station7,16 - 10,TeamOne,ESEA MDL Season 33 North America,mrg,20th of February 2020
992,https://www.hltv.org/download/demo/55684,992,DETONA,1 - 1,Alma,CLUTCH Season 2,bo2,19th of February 2020
993,https://www.hltv.org/download/demo/55682,993,Stepback,1 - 2,Sigma,POWER Ligaen Season 13,bo3,19th of February 2020
994,https://www.hltv.org/download/demo/55683,994,PACT,0 - 2,Demolition Crew,OGA Counter PIT Season 7,bo3,19th of February 2020
995,https://www.hltv.org/download/demo/55681,995,Hard Legion,0 - 2,Gambit Youngsters,OGA Counter PIT Season 7,bo3,19th of February 2020
996,https://www.hltv.org/download/demo/55679,996,Nordavind,16 - 6,Unicorns of Love,ESEA MDL Season 33 Europe,Inf,19th of February 2020
997,https://www.hltv.org/download/demo/55678,997,Singularity,16 - 14,Spirit,ESEA MDL Season 33 Europe,vtg,19th of February 2020
998,https://www.hltv.org/download/demo/55680,998,kinetic,1 - 2,AGF,POWER Ligaen Season 13,bo3,19th of February 2020
999,https://www.hltv.org/download/demo/55677,999,Japaleno,16 - 5,Movistar Riders,ESEA MDL Season 33 Europe,Inf,19th of February 2020
1000,https://www.hltv.org/download/demo/55676,1000,Sprout,16 - 13,GamerLegion,ESEA MDL Season 33 Europe,nuke,19th of February 2020
1001,https://www.hltv.org/download/demo/55675,1001,Demolition Crew,12 - 16,Nemiga,ESEA MDL Season 33 Europe,Inf,19th of February 2020
1002,https://www.hltv.org/download/demo/55674,1002,Wisla Krakow,9 - 16,Spirit,ESEA MDL Season 33 Europe,trn,19th of February 2020
1003,https://www.hltv.org/download/demo/55673,1003,HAVU,10 - 16,pro100,ESEA MDL Season 33 Europe,mrg,19th of February 2020
1004,https://www.hltv.org/download/demo/55672,1004,PACT,16 - 5,HellRaisers,ESEA MDL Season 33 Europe,vtg,19th of February 2020
1005,https://www.hltv.org/download/demo/55671,1005,Nemiga,9 - 16,PACT,ESEA MDL Season 33 Europe,nuke,19th of February 2020
1006,https://www.hltv.org/download/demo/55670,1006,GamerLegion,16 - 11,HellRaisers,ESEA MDL Season 33 Europe,mrg,19th of February 2020
1007,https://www.hltv.org/download/demo/55669,1007,Ground Zero,16 - 6,FURY,ESEA MDL Season 33 Australia,Inf,19th of February 2020
1008,https://www.hltv.org/download/demo/55668,1008,Bad News Bears,16 - 4,Divine,ESEA MDL Season 33 North America,Inf,19th of February 2020
1009,https://www.hltv.org/download/demo/55667,1009,fakeDOSPRO,8 - 16,UP,Liga DELL #2 - FEB/20,vtg,19th of February 2020
1010,https://www.hltv.org/download/demo/55666,1010,Rysix,2 - 0,CPTL,Liga DELL #2 - FEB/20,bo3,18th of February 2020
1011,https://www.hltv.orgNA,1011,Neverest,1 - 0,Hawks,Liga DELL #2 - FEB/20,bo3,18th of February 2020
1012,https://www.hltv.org/download/demo/55665,1012,Fearow,6 - 16,UP,Liga DELL #2 - FEB/20,trn,18th of February 2020
1013,https://www.hltv.org/download/demo/55664,1013,Rejected,12 - 16,fakeDOSPRO,Liga DELL #2 - FEB/20,Inf,18th of February 2020
1014,https://www.hltv.org/download/demo/55663,1014,Neverest,11 - 16,UP,Liga DELL #2 - FEB/20,vtg,18th of February 2020
1015,https://www.hltv.org/download/demo/55662,1015,Rejected,16 - 14,Rysix,Liga DELL #2 - FEB/20,nuke,18th of February 2020
1016,https://www.hltv.org/download/demo/55661,1016,CPTL,13 - 16,fakeDOSPRO,Liga DELL #2 - FEB/20,d2,18th of February 2020
1017,https://www.hltv.org/download/demo/55660,1017,Fearow,16 - 8,Hawks,Liga DELL #2 - FEB/20,Inf,18th of February 2020
1018,https://www.hltv.org/download/demo/55659,1018,Copenhagen Flames,2 - 0,Demolition Crew,OGA Counter PIT Season 7,bo3,18th of February 2020
